id,codigo,sku,nombre,categoria,marca,precio,archivo,estado,fuente_url,busqueda
135,P0135,11327,Toalla Naturella Flujo Moderado S/A 10P - Naturella,Cuidado e Higiene Personal,Naturella,21.9,imagenes_reales\135_toalla_naturella_flujo_moderado_s_a_10p_naturella.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/184694/07501001158439.1.jpg?v=637124605271770000,"marca mexicana producto ""Toalla Naturella Flujo Moderado S/A 10P - Naturella"" producto supermercado México"
136,P0136,7012,Panty Protector Kotex Control 44 Piezas - Kotex,Cuidado e Higiene Personal,Kotex,40.5,imagenes_reales\136_panty_protector_kotex_control_44_piezas_kotex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172711/07501943431102.1.jpg?v=636862261436600000,"Bimbo Tía Rosa Milpa Real Mission ""Panty Protector Kotex Control 44 Piezas - Kotex"" producto supermercado México"
137,P0137,7001,Toalla Kotex Manzlla Noct C/Alas 14P - Kotex,Cuidado e Higiene Personal,Kotex,687.1,imagenes_reales\137_toalla_kotex_manzlla_noct_c_alas_14p_kotex.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172641/07501943420533.1.jpg?v=636862261177500000,"marca mexicana producto ""Toalla Kotex Manzlla Noct C/Alas 14P - Kotex"" producto supermercado México"
138,P0138,7058,Panty Protector Always Duo Largo 16 Piezas - Always,Cuidado e Higiene Personal,Always,631.0,imagenes_reales\138_panty_protector_always_duo_largo_16_piezas_always.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/173081/00056100663546.1.jpg?v=636862262854800000,"Bimbo Tía Rosa Milpa Real Mission ""Panty Protector Always Duo Largo 16 Piezas - Always"" producto supermercado México"
139,P0139,6756,Limpiador Total Vidrios 750 Ml,Limpieza y Cuidado en el Hogar,Total,360.6,imagenes_reales\139_limpiador_total_vidrios_750_ml.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/175594/07501021162034.1.jpg?v=637010475077300000,"Fabuloso Pinol Windex ""Limpiador Total Vidrios 750 Ml"" producto supermercado México"
140,P0140,5586,Insecticida H-24 Mata Moscas Y Mosquitos Aerosol 285grs - H24,Limpieza y Cuidado en el Hogar,H24,759.9,imagenes_reales\140_insecticida_h_24_mata_moscas_y_mosquitos_aerosol_285grs_h24.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169506/07501021110356.1.jpg?v=636862247958430000,"Raid Baygon ""Insecticida H-24 Mata Moscas Y Mosquitos Aerosol 285grs - H24"" producto supermercado México"
141,P0141,5582,Insecticida H-24 Domestico Aerosol 309grs - H24,Limpieza y Cuidado en el Hogar,H24,638.7,imagenes_reales\141_insecticida_h_24_domestico_aerosol_309grs_h24.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/169482/07501021110257.1.jpg?v=636862247862030000,"Raid Baygon ""Insecticida H-24 Domestico Aerosol 309grs - H24"" producto supermercado México"
142,P0142,6591,Blanqueador Bandera Concentrado 3.8Lt - Bandera,Limpieza y Cuidado en el Hogar,Bandera,215.3,imagenes_reales\142_blanqueador_bandera_concentrado_3_8lt_bandera.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170653/07501681100087.1.jpg?v=636862253589770000,"marca mexicana producto ""Blanqueador Bandera Concentrado 3.8Lt - Bandera"" producto supermercado México"
143,P0143,7025,Toalla Femenina Fiore Anat Sin Alas 8 Piezas - Fiore,Cuidado e Higiene Personal,Fiore,10.9,imagenes_reales\143_toalla_femenina_fiore_anat_sin_alas_8_piezas_fiore.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172793/00013117017830.1.jpg?v=636862261741500000,"marca mexicana producto ""Toalla Femenina Fiore Anat Sin Alas 8 Piezas - Fiore"" producto supermercado México"
144,P0144,7028,Toalla Femenina Fiore Nocturna con Alas con 8 pzas,Cuidado e Higiene Personal,Fiore,192.4,imagenes_reales\144_toalla_femenina_fiore_nocturna_con_alas_con_8_pzas.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/172824/00013117017854.1.jpg?v=636862261862530000,"marca mexicana producto ""Toalla Femenina Fiore Nocturna con Alas con 8 pzas"" producto supermercado México"
145,P0145,11326,Toalla Femenina Fiore Anatómica 8 Pzs - Fiore,Cuidado e Higiene Personal,Fiore,12.4,imagenes_reales\145_toalla_femenina_fiore_anatomica_8_pzs_fiore.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/181442/00013117017823.1.jpg?v=637062482997070000,"marca mexicana producto ""Toalla Femenina Fiore Anatómica 8 Pzs - Fiore"" producto supermercado México"
146,P0146,6371,Papel Higienico Hortencia Rollo 300 Hojas 4 Rollos - Hortencia,Limpieza y Cuidado en el Hogar,Hortencia,22.4,imagenes_reales\146_papel_higienico_hortencia_rollo_300_hojas_4_rollos_hortencia.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/170231/07501050410397.1.jpg?v=636862251479470000,"marca mexicana producto ""Papel Higienico Hortencia Rollo 300 Hojas 4 Rollos - Hortencia"" producto supermercado México"
147,P0147,7234,Jabon Heno De Pravia Original 175grs - Heno De Pravia,Cuidado e Higiene Personal,Heno De Pravia,32.0,imagenes_reales\147_jabon_heno_de_pravia_original_175grs_heno_de_pravia.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/171306/08410225520542.1.jpg?v=636862256076970000,"marca mexicana producto ""Jabon Heno De Pravia Original 175grs - Heno De Pravia"" producto supermercado México"
148,P0148,9724,Pañal Suavelastic Max Grande 14 Pzas - Suavelastic,Limpieza y Cuidado en el Hogar,SUAVELASTIC,91.2,imagenes_reales\148_panal_suavelastic_max_grande_14_pzas_suavelastic.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/178384/07501017376995.1.jpg?v=637062410387500000,"marca mexicana producto ""Pañal Suavelastic Max Grande 14 Pzas - Suavelastic"" producto supermercado México"
149,P0149,9723,Pañal Suavelastic Max Mediano 14 Pzas - Suavelastic,Limpieza y Cuidado en el Hogar,SUAVELASTIC,74.5,imagenes_reales\149_panal_suavelastic_max_mediano_14_pzas_suavelastic.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/178378/07501017376971.1.jpg?v=637062410358200000,"marca mexicana producto ""Pañal Suavelastic Max Mediano 14 Pzas - Suavelastic"" producto supermercado México"
150,P0150,6073,Pastilla Blasa Aromate/Canast 80grs - Blasa,Limpieza y Cuidado en el Hogar,Blasa,612.6,imagenes_reales\150_pastilla_blasa_aromate_canast_80grs_blasa.jpg,descargado,https://surtitienda.vteximg.com.br/arquivos/ids/168985/07501016802204.1.jpg?v=636862246233930000,"marca mexicana producto ""Pastilla Blasa Aromate/Canast 80grs - Blasa"" producto supermercado México"
